idx,name,type_cnt,label,img,type1,type2,species,height,weight,abilities,eggs,gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,total,Nor,Fir,Wat,Ele,Gra,Ice,Fig,Poi,Gro,Fly,Psy,Bug,Roc,Gho,Dra,Dar,Ste,Fai
60,Poliwag,1,Poliwag,https://img.pokemondb.net/artwork/large/poliwag.jpg,Water,,Tadpole Pokémon,0.6 m (2′00″),12.4 kg (27.3 lbs),Water Absorb | Damp | Swift Swim,['Water 1'],"50% male, 50% female",40,50,40,40,40,90,300,1,½,0,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
61,Poliwhirl,1,Poliwhirl,https://img.pokemondb.net/artwork/large/poliwhirl.jpg,Water,,Tadpole Pokémon,1.0 m (3′03″),20.0 kg (44.1 lbs),Water Absorb | Damp | Swift Swim,['Water 1'],"50% male, 50% female",65,65,65,50,50,90,385,1,½,0,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
62,Poliwrath,1,Poliwrath,https://img.pokemondb.net/artwork/large/poliwrath.jpg,Water,Fighting,Tadpole Pokémon,1.3 m (4′03″),54.0 kg (119.0 lbs),Water Absorb | Damp | Swift Swim,['Water 1'],"50% male, 50% female",90,95,95,70,90,70,510,1,½,0,2,2,½,1,1,1,2,2,½,½,1,1,½,½,2
63,Abra,1,Abra,https://img.pokemondb.net/artwork/large/abra.jpg,Psychic,,Psi Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),Synchronize | Inner Focus | Magic Guard,['Human-Like'],"75% male, 25% female",25,20,15,105,55,90,310,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
64,Kadabra,1,Kadabra,https://img.pokemondb.net/artwork/large/kadabra.jpg,Psychic,,Psi Pokémon,1.3 m (4′03″),56.5 kg (124.6 lbs),Synchronize | Inner Focus | Magic Guard,['Human-Like'],"75% male, 25% female",40,35,30,120,70,105,400,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
65,Alakazam,2,Alakazam,https://img.pokemondb.net/artwork/large/alakazam.jpg,Psychic,,Psi Pokémon,1.5 m (4′11″),48.0 kg (105.8 lbs),Synchronize | Inner Focus | Magic Guard,['Human-Like'],"75% male, 25% female",55,50,45,135,95,120,500,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
65,Alakazam,2,Mega Alakazam,https://img.pokemondb.net/artwork/large/alakazam-mega.jpg,Psychic,,Psi Pokémon,1.2 m (3′11″),48.0 kg (105.8 lbs),Trace,['Human-Like'],"75% male, 25% female",55,50,65,175,105,150,600,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
66,Machop,1,Machop,https://img.pokemondb.net/artwork/large/machop.jpg,Fighting,,Superpower Pokémon,0.8 m (2′07″),19.5 kg (43.0 lbs),Guts | No Guard | Steadfast,['Human-Like'],"75% male, 25% female",70,80,50,35,35,35,305,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
67,Machoke,1,Machoke,https://img.pokemondb.net/artwork/large/machoke.jpg,Fighting,,Superpower Pokémon,1.5 m (4′11″),70.5 kg (155.4 lbs),Guts | No Guard | Steadfast,['Human-Like'],"75% male, 25% female",80,100,70,50,60,45,405,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
68,Machamp,1,Machamp,https://img.pokemondb.net/artwork/large/machamp.jpg,Fighting,,Superpower Pokémon,1.6 m (5′03″),130.0 kg (286.6 lbs),Guts | No Guard | Steadfast,['Human-Like'],"75% male, 25% female",90,130,80,65,85,55,505,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
69,Bellsprout,1,Bellsprout,https://img.pokemondb.net/artwork/large/bellsprout.jpg,Grass,Poison,Flower Pokémon,0.7 m (2′04″),4.0 kg (8.8 lbs),Chlorophyll | Gluttony,['Grass'],"50% male, 50% female",50,75,35,70,30,40,300,1,2,½,½,¼,2,½,1,1,2,2,1,1,1,1,1,1,½
70,Weepinbell,1,Weepinbell,https://img.pokemondb.net/artwork/large/weepinbell.jpg,Grass,Poison,Flycatcher Pokémon,1.0 m (3′03″),6.4 kg (14.1 lbs),Chlorophyll | Gluttony,['Grass'],"50% male, 50% female",65,90,50,85,45,55,390,1,2,½,½,¼,2,½,1,1,2,2,1,1,1,1,1,1,½
71,Victreebel,1,Victreebel,https://img.pokemondb.net/artwork/large/victreebel.jpg,Grass,Poison,Flycatcher Pokémon,1.7 m (5′07″),15.5 kg (34.2 lbs),Chlorophyll | Gluttony,['Grass'],"50% male, 50% female",80,105,65,100,70,70,490,1,2,½,½,¼,2,½,1,1,2,2,1,1,1,1,1,1,½
72,Tentacool,1,Tentacool,https://img.pokemondb.net/artwork/large/tentacool.jpg,Water,Poison,Jellyfish Pokémon,0.9 m (2′11″),45.5 kg (100.3 lbs),Clear Body | Liquid Ooze | Rain Dish,['Water 3'],"50% male, 50% female",40,40,35,50,100,70,335,1,½,½,2,1,½,½,½,2,1,2,½,1,1,1,1,½,½
73,Tentacruel,1,Tentacruel,https://img.pokemondb.net/artwork/large/tentacruel.jpg,Water,Poison,Jellyfish Pokémon,1.6 m (5′03″),55.0 kg (121.3 lbs),Clear Body | Liquid Ooze | Rain Dish,['Water 3'],"50% male, 50% female",80,70,65,80,120,100,515,1,½,½,2,1,½,½,½,2,1,2,½,1,1,1,1,½,½
74,Geodude,2,Geodude,https://img.pokemondb.net/artwork/large/geodude.jpg,Rock,Ground,Rock Pokémon,0.4 m (1′04″),20.0 kg (44.1 lbs),Rock Head | Sturdy | Sand Veil,['Mineral'],"50% male, 50% female",40,80,100,30,30,20,300,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
74,Geodude,2,Alolan Geodude,https://img.pokemondb.net/artwork/large/geodude-alolan.jpg,Rock,Electric,Rock Pokémon,0.4 m (1′04″),20.3 kg (44.8 lbs),Magnet Pull | Sturdy | Galvanize,['Mineral'],"50% male, 50% female",40,80,100,30,30,20,300,½,½,2,½,2,1,2,½,4,¼,1,1,1,1,1,1,1,1
75,Graveler,2,Graveler,https://img.pokemondb.net/artwork/large/graveler.jpg,Rock,Ground,Rock Pokémon,1.0 m (3′03″),105.0 kg (231.5 lbs),Rock Head | Sturdy | Sand Veil,['Mineral'],"50% male, 50% female",55,95,115,45,45,35,390,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
75,Graveler,2,Alolan Graveler,https://img.pokemondb.net/artwork/large/graveler-alolan.jpg,Rock,Electric,Rock Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),Magnet Pull | Sturdy | Galvanize,['Mineral'],"50% male, 50% female",55,95,115,45,45,35,390,½,½,2,½,2,1,2,½,4,¼,1,1,1,1,1,1,1,1
76,Golem,2,Golem,https://img.pokemondb.net/artwork/large/golem.jpg,Rock,Ground,Megaton Pokémon,1.4 m (4′07″),300.0 kg (661.4 lbs),Rock Head | Sturdy | Sand Veil,['Mineral'],"50% male, 50% female",80,120,130,55,65,45,495,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
76,Golem,2,Alolan Golem,https://img.pokemondb.net/artwork/large/golem-alolan.jpg,Rock,Electric,Megaton Pokémon,1.7 m (5′07″),316.0 kg (696.7 lbs),Magnet Pull | Sturdy | Galvanize,['Mineral'],"50% male, 50% female",80,120,130,55,65,45,495,½,½,2,½,2,1,2,½,4,¼,1,1,1,1,1,1,1,1
77,Ponyta,2,Ponyta,https://img.pokemondb.net/artwork/large/ponyta.jpg,Fire,,Fire Horse Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),Run Away | Flash Fire | Flame Body,['Field'],"50% male, 50% female",50,85,55,65,65,90,410,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
77,Ponyta,2,Galarian Ponyta,https://img.pokemondb.net/artwork/large/ponyta-galarian.jpg,Psychic,,Unique Horn Pokémon,0.8 m (2′07″),24.0 kg (52.9 lbs),Run Away | Pastel Veil | Anticipation,['Field'],"50% male, 50% female",50,85,55,65,65,90,410,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
78,Rapidash,2,Rapidash,https://img.pokemondb.net/artwork/large/rapidash.jpg,Fire,,Fire Horse Pokémon,1.7 m (5′07″),95.0 kg (209.4 lbs),Run Away | Flash Fire | Flame Body,['Field'],"50% male, 50% female",65,100,70,80,80,105,500,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
78,Rapidash,2,Galarian Rapidash,https://img.pokemondb.net/artwork/large/rapidash-galarian.jpg,Psychic,Fairy,Unique Horn Pokémon,1.7 m (5′07″),80.0 kg (176.4 lbs),Run Away | Pastel Veil | Anticipation,['Field'],"50% male, 50% female",65,100,70,80,80,105,500,1,1,1,1,1,1,¼,2,1,1,½,1,1,2,0,1,2,1
79,Slowpoke,2,Slowpoke,https://img.pokemondb.net/artwork/large/slowpoke.jpg,Water,Psychic,Dopey Pokémon,1.2 m (3′11″),36.0 kg (79.4 lbs),Oblivious | Own Tempo | Regenerator,"['Monster', 'Water 1']","50% male, 50% female",90,65,65,40,40,15,315,1,½,½,2,2,½,½,1,1,1,½,2,1,2,1,2,½,1
79,Slowpoke,2,Galarian Slowpoke,https://img.pokemondb.net/artwork/large/slowpoke-galarian.jpg,Psychic,,Dopey Pokémon,1.2 m (3′11″),36.0 kg (79.4 lbs),Gluttony | Own Tempo | Regenerator,"['Monster', 'Water 1']","50% male, 50% female",90,65,65,40,40,15,315,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
80,Slowbro,3,Slowbro,https://img.pokemondb.net/artwork/large/slowbro.jpg,Water,Psychic,Hermit Crab Pokémon,1.6 m (5′03″),78.5 kg (173.1 lbs),Oblivious | Own Tempo | Regenerator,"['Monster', 'Water 1']","50% male, 50% female",95,75,110,100,80,30,490,1,½,½,2,2,½,½,1,1,1,½,2,1,2,1,2,½,1
80,Slowbro,3,Mega Slowbro,https://img.pokemondb.net/artwork/large/slowbro-mega.jpg,Water,Psychic,Hermit Crab Pokémon,2.0 m (6′07″),120.0 kg (264.6 lbs),Shell Armor,"['Monster', 'Water 1']","50% male, 50% female",95,75,180,130,80,30,590,1,½,½,2,2,½,½,1,1,1,½,2,1,2,1,2,½,1
80,Slowbro,3,Galarian Slowbro,https://img.pokemondb.net/artwork/large/slowbro-galarian.jpg,Poison,Psychic,Hermit Crab Pokémon,1.6 m (5′03″),70.5 kg (155.4 lbs),Quick Draw | Own Tempo | Regenerator,"['Monster', 'Water 1']","50% male, 50% female",95,100,95,100,70,30,490,1,1,1,1,½,1,¼,½,2,1,1,1,1,2,1,2,1,½
81,Magnemite,1,Magnemite,https://img.pokemondb.net/artwork/large/magnemite.jpg,Electric,Steel,Magnet Pokémon,0.3 m (1′00″),6.0 kg (13.2 lbs),Magnet Pull | Sturdy | Analytic,['Mineral'],Genderless,25,35,70,95,55,45,325,½,2,1,½,½,½,2,0,4,¼,½,½,½,1,½,1,¼,½
82,Magneton,1,Magneton,https://img.pokemondb.net/artwork/large/magneton.jpg,Electric,Steel,Magnet Pokémon,1.0 m (3′03″),60.0 kg (132.3 lbs),Magnet Pull | Sturdy | Analytic,['Mineral'],Genderless,50,60,95,120,70,70,465,½,2,1,½,½,½,2,0,4,¼,½,½,½,1,½,1,¼,½
83,Farfetchd,2,Farfetch'd,https://img.pokemondb.net/artwork/large/farfetchd.jpg,Normal,Flying,Wild Duck Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),Keen Eye | Inner Focus | Defiant,"['Field', 'Flying']","50% male, 50% female",52,90,55,58,62,60,377,1,1,1,2,½,2,1,1,0,1,1,½,2,0,1,1,1,1
83,Farfetchd,2,Galarian Farfetch'd,https://img.pokemondb.net/artwork/large/farfetchd-galarian.jpg,Fighting,,Wild Duck Pokémon,0.8 m (2′07″),42.0 kg (92.6 lbs),Steadfast | Scrappy,"['Field', 'Flying']","50% male, 50% female",52,95,55,58,62,55,377,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
84,Doduo,1,Doduo,https://img.pokemondb.net/artwork/large/doduo.jpg,Normal,Flying,Twin Bird Pokémon,1.4 m (4′07″),39.2 kg (86.4 lbs),Run Away | Early Bird | Tangled Feet,['Flying'],"50% male, 50% female",35,85,45,35,35,75,310,1,1,1,2,½,2,1,1,0,1,1,½,2,0,1,1,1,1
85,Dodrio,1,Dodrio,https://img.pokemondb.net/artwork/large/dodrio.jpg,Normal,Flying,Triple Bird Pokémon,1.8 m (5′11″),85.2 kg (187.8 lbs),Run Away | Early Bird | Tangled Feet,['Flying'],"50% male, 50% female",60,110,70,60,60,110,470,1,1,1,2,½,2,1,1,0,1,1,½,2,0,1,1,1,1
86,Seel,1,Seel,https://img.pokemondb.net/artwork/large/seel.jpg,Water,,Sea Lion Pokémon,1.1 m (3′07″),90.0 kg (198.4 lbs),Thick Fat | Hydration | Ice Body,"['Field', 'Water 1']","50% male, 50% female",65,45,55,45,70,45,325,1,¼,½,2,2,¼,1,1,1,1,1,1,1,1,1,1,½,1
87,Dewgong,1,Dewgong,https://img.pokemondb.net/artwork/large/dewgong.jpg,Water,Ice,Sea Lion Pokémon,1.7 m (5′07″),120.0 kg (264.6 lbs),Thick Fat | Hydration | Ice Body,"['Field', 'Water 1']","50% male, 50% female",90,70,80,70,95,70,475,1,½,½,2,2,&frac18;,2,1,1,1,1,1,2,1,1,1,1,1
88,Grimer,2,Grimer,https://img.pokemondb.net/artwork/large/grimer.jpg,Poison,,Sludge Pokémon,0.9 m (2′11″),30.0 kg (66.1 lbs),Stench | Sticky Hold | Poison Touch,['Amorphous'],"50% male, 50% female",80,80,50,40,50,25,325,1,1,1,1,½,1,½,½,2,1,2,½,1,1,1,1,1,½
88,Grimer,2,Alolan Grimer,https://img.pokemondb.net/artwork/large/grimer-alolan.jpg,Poison,Dark,Sludge Pokémon,0.7 m (2′04″),42.0 kg (92.6 lbs),Poison Touch | Gluttony | Power of Alchemy,['Amorphous'],"50% male, 50% female",80,80,50,40,50,25,325,1,1,1,1,½,1,1,½,2,1,0,1,1,½,1,½,1,1
89,Muk,2,Muk,https://img.pokemondb.net/artwork/large/muk.jpg,Poison,,Sludge Pokémon,1.2 m (3′11″),30.0 kg (66.1 lbs),Stench | Sticky Hold | Poison Touch,['Amorphous'],"50% male, 50% female",105,105,75,65,100,50,500,1,1,1,1,½,1,½,½,2,1,2,½,1,1,1,1,1,½
89,Muk,2,Alolan Muk,https://img.pokemondb.net/artwork/large/muk-alolan.jpg,Poison,Dark,Sludge Pokémon,1.0 m (3′03″),52.0 kg (114.6 lbs),Poison Touch | Gluttony | Power of Alchemy,['Amorphous'],"50% male, 50% female",105,105,75,65,100,50,500,1,1,1,1,½,1,1,½,2,1,0,1,1,½,1,½,1,1
90,Shellder,1,Shellder,https://img.pokemondb.net/artwork/large/shellder.jpg,Water,,Bivalve Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),Shell Armor | Skill Link | Overcoat,['Water 3'],"50% male, 50% female",30,65,100,45,25,40,305,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
91,Cloyster,1,Cloyster,https://img.pokemondb.net/artwork/large/cloyster.jpg,Water,Ice,Bivalve Pokémon,1.5 m (4′11″),132.5 kg (292.1 lbs),Shell Armor | Skill Link | Overcoat,['Water 3'],"50% male, 50% female",50,95,180,85,45,70,525,1,1,½,2,2,¼,2,1,1,1,1,1,2,1,1,1,1,1
92,Gastly,1,Gastly,https://img.pokemondb.net/artwork/large/gastly.jpg,Ghost,Poison,Gas Pokémon,1.3 m (4′03″),0.1 kg (0.2 lbs),Levitate,['Amorphous'],"50% male, 50% female",30,35,30,100,35,80,310,0,1,1,1,½,1,0,¼,0,1,2,¼,1,2,1,2,1,½
93,Haunter,1,Haunter,https://img.pokemondb.net/artwork/large/haunter.jpg,Ghost,Poison,Gas Pokémon,1.6 m (5′03″),0.1 kg (0.2 lbs),Levitate,['Amorphous'],"50% male, 50% female",45,50,45,115,55,95,405,0,1,1,1,½,1,0,¼,0,1,2,¼,1,2,1,2,1,½
94,Gengar,2,Gengar,https://img.pokemondb.net/artwork/large/gengar.jpg,Ghost,Poison,Shadow Pokémon,1.5 m (4′11″),40.5 kg (89.3 lbs),Cursed Body,['Amorphous'],"50% male, 50% female",60,65,60,130,75,110,500,0,1,1,1,½,1,0,¼,2,1,2,¼,1,2,1,2,1,½
94,Gengar,2,Mega Gengar,https://img.pokemondb.net/artwork/large/gengar-mega.jpg,Ghost,Poison,Shadow Pokémon,1.4 m (4′07″),40.5 kg (89.3 lbs),Shadow Tag,['Amorphous'],"50% male, 50% female",60,65,80,170,95,130,600,0,1,1,1,½,1,0,¼,2,1,2,¼,1,2,1,2,1,½
95,Onix,1,Onix,https://img.pokemondb.net/artwork/large/onix.jpg,Rock,Ground,Rock Snake Pokémon,8.8 m (28′10″),210.0 kg (463.0 lbs),Rock Head | Sturdy | Weak Armor,['Mineral'],"50% male, 50% female",35,45,160,30,45,70,385,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
96,Drowzee,1,Drowzee,https://img.pokemondb.net/artwork/large/drowzee.jpg,Psychic,,Hypnosis Pokémon,1.0 m (3′03″),32.4 kg (71.4 lbs),Insomnia | Forewarn | Inner Focus,['Human-Like'],"50% male, 50% female",60,48,45,43,90,42,328,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
97,Hypno,1,Hypno,https://img.pokemondb.net/artwork/large/hypno.jpg,Psychic,,Hypnosis Pokémon,1.6 m (5′03″),75.6 kg (166.7 lbs),Insomnia | Forewarn | Inner Focus,['Human-Like'],"50% male, 50% female",85,73,70,73,115,67,483,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
98,Krabby,1,Krabby,https://img.pokemondb.net/artwork/large/krabby.jpg,Water,,River Crab Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),Hyper Cutter | Shell Armor | Sheer Force,['Water 3'],"50% male, 50% female",30,105,90,25,25,50,325,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
99,Kingler,1,Kingler,https://img.pokemondb.net/artwork/large/kingler.jpg,Water,,Pincer Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),Hyper Cutter | Shell Armor | Sheer Force,['Water 3'],"50% male, 50% female",55,130,115,50,50,75,475,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
100,Voltorb,2,Voltorb,https://img.pokemondb.net/artwork/large/voltorb.jpg,Electric,,Ball Pokémon,0.5 m (1′08″),10.4 kg (22.9 lbs),Soundproof | Static | Aftermath,['Mineral'],Genderless,40,30,50,55,55,100,330,1,1,1,½,1,1,1,1,2,½,1,1,1,1,1,1,½,1
100,Voltorb,2,Hisuian Voltorb,https://img.pokemondb.net/artwork/large/voltorb-hisuian.jpg,Electric,Grass,Sphere Pokémon,0.5 m (1′08″),13.0 kg (28.7 lbs),Soundproof | Static | Aftermath,['Mineral'],Genderless,40,30,50,55,55,100,330,1,2,½,¼,½,2,1,2,1,1,1,2,1,1,1,1,½,1
101,Electrode,2,Electrode,https://img.pokemondb.net/artwork/large/electrode.jpg,Electric,,Ball Pokémon,1.2 m (3′11″),66.6 kg (146.8 lbs),Soundproof | Static | Aftermath,['Mineral'],Genderless,60,50,70,80,80,150,490,1,1,1,½,1,1,1,1,2,½,1,1,1,1,1,1,½,1
101,Electrode,2,Hisuian Electrode,https://img.pokemondb.net/artwork/large/electrode-hisuian.jpg,Electric,Grass,Sphere Pokémon,1.2 m (3′11″),71.0 kg (156.5 lbs),Soundproof | Static | Aftermath,['Mineral'],Genderless,60,50,70,80,80,150,490,1,2,½,¼,½,2,1,2,1,1,1,2,1,1,1,1,½,1
102,Exeggcute,1,Exeggcute,https://img.pokemondb.net/artwork/large/exeggcute.jpg,Grass,Psychic,Egg Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),Chlorophyll | Harvest,['Grass'],"50% male, 50% female",60,40,80,60,45,40,325,1,2,½,½,½,2,½,2,½,2,½,4,1,2,1,2,1,1
103,Exeggutor,2,Exeggutor,https://img.pokemondb.net/artwork/large/exeggutor.jpg,Grass,Psychic,Coconut Pokémon,2.0 m (6′07″),120.0 kg (264.6 lbs),Chlorophyll | Harvest,['Grass'],"50% male, 50% female",95,95,85,125,75,55,530,1,2,½,½,½,2,½,2,½,2,½,4,1,2,1,2,1,1
103,Exeggutor,2,Alolan Exeggutor,https://img.pokemondb.net/artwork/large/exeggutor-alolan.jpg,Grass,Dragon,Coconut Pokémon,10.9 m (35′09″),415.6 kg (916.2 lbs),Frisk | Harvest,['Grass'],"50% male, 50% female",95,105,85,125,75,45,530,1,1,¼,¼,¼,4,1,2,½,2,1,2,1,1,2,1,1,2
104,Cubone,1,Cubone,https://img.pokemondb.net/artwork/large/cubone.jpg,Ground,,Lonely Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),Rock Head | Lightning Rod | Battle Armor,['Monster'],"50% male, 50% female",50,50,95,40,50,35,320,1,1,2,0,2,2,1,½,1,1,1,1,½,1,1,1,1,1
105,Marowak,2,Marowak,https://img.pokemondb.net/artwork/large/marowak.jpg,Ground,,Bone Keeper Pokémon,1.0 m (3′03″),45.0 kg (99.2 lbs),Rock Head | Lightning Rod | Battle Armor,['Monster'],"50% male, 50% female",60,80,110,50,80,45,425,1,1,2,0,2,2,1,½,1,1,1,1,½,1,1,1,1,1
105,Marowak,2,Alolan Marowak,https://img.pokemondb.net/artwork/large/marowak-alolan.jpg,Fire,Ghost,Bone Keeper Pokémon,1.0 m (3′03″),34.0 kg (75.0 lbs),Cursed Body | Lightning Rod | Rock Head,['Monster'],"50% male, 50% female",60,80,110,50,80,45,425,0,½,2,1,½,½,0,½,2,1,1,¼,2,2,1,2,½,½
106,Hitmonlee,1,Hitmonlee,https://img.pokemondb.net/artwork/large/hitmonlee.jpg,Fighting,,Kicking Pokémon,1.5 m (4′11″),49.8 kg (109.8 lbs),Limber | Reckless | Unburden,['Human-Like'],"100% male, 0% female",50,120,53,35,110,87,455,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
107,Hitmonchan,1,Hitmonchan,https://img.pokemondb.net/artwork/large/hitmonchan.jpg,Fighting,,Punching Pokémon,1.4 m (4′07″),50.2 kg (110.7 lbs),Keen Eye | Iron Fist | Inner Focus,['Human-Like'],"100% male, 0% female",50,105,79,35,110,76,455,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
108,Lickitung,1,Lickitung,https://img.pokemondb.net/artwork/large/lickitung.jpg,Normal,,Licking Pokémon,1.2 m (3′11″),65.5 kg (144.4 lbs),Own Tempo | Oblivious | Cloud Nine,['Monster'],"50% male, 50% female",90,55,75,60,75,30,385,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
109,Koffing,1,Koffing,https://img.pokemondb.net/artwork/large/koffing.jpg,Poison,,Poison Gas Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),Levitate | Neutralizing Gas | Stench,['Amorphous'],"50% male, 50% female",40,65,95,60,45,35,340,1,1,1,1,½,1,½,½,0,1,2,½,1,1,1,1,1,½
110,Weezing,2,Weezing,https://img.pokemondb.net/artwork/large/weezing.jpg,Poison,,Poison Gas Pokémon,1.2 m (3′11″),9.5 kg (20.9 lbs),Levitate | Neutralizing Gas | Stench,['Amorphous'],"50% male, 50% female",65,90,120,85,70,60,490,1,1,1,1,½,1,½,½,0,1,2,½,1,1,1,1,1,½
110,Weezing,2,Galarian Weezing,https://img.pokemondb.net/artwork/large/weezing-galarian.jpg,Poison,Fairy,Poison Gas Pokémon,3.0 m (9′10″),16.0 kg (35.3 lbs),Levitate | Neutralizing Gas | Misty Surge,['Amorphous'],"50% male, 50% female",65,90,120,85,70,60,490,1,1,1,1,½,1,¼,1,0,1,2,¼,1,1,0,½,2,½
111,Rhyhorn,1,Rhyhorn,https://img.pokemondb.net/artwork/large/rhyhorn.jpg,Ground,Rock,Spikes Pokémon,1.0 m (3′03″),115.0 kg (253.5 lbs),Lightning Rod | Rock Head | Reckless,"['Field', 'Monster']","50% male, 50% female",80,85,95,30,30,25,345,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
112,Rhydon,1,Rhydon,https://img.pokemondb.net/artwork/large/rhydon.jpg,Ground,Rock,Drill Pokémon,1.9 m (6′03″),120.0 kg (264.6 lbs),Lightning Rod | Rock Head | Reckless,"['Field', 'Monster']","50% male, 50% female",105,130,120,45,45,40,485,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
113,Chansey,1,Chansey,https://img.pokemondb.net/artwork/large/chansey.jpg,Normal,,Egg Pokémon,1.1 m (3′07″),34.6 kg (76.3 lbs),Natural Cure | Serene Grace | Healer,['Fairy'],"0% male, 100% female",250,5,5,35,105,50,450,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
114,Tangela,1,Tangela,https://img.pokemondb.net/artwork/large/tangela.jpg,Grass,,Vine Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),Chlorophyll | Leaf Guard | Regenerator,['Grass'],"50% male, 50% female",65,55,115,100,40,60,435,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
115,Kangaskhan,2,Kangaskhan,https://img.pokemondb.net/artwork/large/kangaskhan.jpg,Normal,,Parent Pokémon,2.2 m (7′03″),80.0 kg (176.4 lbs),Early Bird | Scrappy | Inner Focus,['Monster'],"0% male, 100% female",105,95,80,40,80,90,490,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
115,Kangaskhan,2,Mega Kangaskhan,https://img.pokemondb.net/artwork/large/kangaskhan-mega.jpg,Normal,,Parent Pokémon,2.2 m (7′03″),100.0 kg (220.5 lbs),Parental Bond,['Monster'],"0% male, 100% female",105,125,100,60,100,100,590,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
116,Horsea,1,Horsea,https://img.pokemondb.net/artwork/large/horsea.jpg,Water,,Dragon Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),Swift Swim | Sniper | Damp,"['Dragon', 'Water 1']","50% male, 50% female",30,40,70,70,25,60,295,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
117,Seadra,1,Seadra,https://img.pokemondb.net/artwork/large/seadra.jpg,Water,,Dragon Pokémon,1.2 m (3′11″),25.0 kg (55.1 lbs),Poison Point | Sniper | Damp,"['Dragon', 'Water 1']","50% male, 50% female",55,65,95,95,45,85,440,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
118,Goldeen,1,Goldeen,https://img.pokemondb.net/artwork/large/goldeen.jpg,Water,,Goldfish Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),Swift Swim | Water Veil | Lightning Rod,['Water 2'],"50% male, 50% female",45,67,60,35,50,63,320,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
119,Seaking,1,Seaking,https://img.pokemondb.net/artwork/large/seaking.jpg,Water,,Goldfish Pokémon,1.3 m (4′03″),39.0 kg (86.0 lbs),Swift Swim | Water Veil | Lightning Rod,['Water 2'],"50% male, 50% female",80,92,65,65,80,68,450,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
120,Staryu,1,Staryu,https://img.pokemondb.net/artwork/large/staryu.jpg,Water,,Star Shape Pokémon,0.8 m (2′07″),34.5 kg (76.1 lbs),Illuminate | Natural Cure | Analytic,['Water 3'],Genderless,30,45,55,70,55,85,340,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
